case,split,tau,ssa,hg_g,sun_zenith_deg,view_zenith_deg,relative_azimuth_deg,surface_albedo_for_delta_join,delta_exact_row_available,samples,seed,max_scatters,batch_samples,target_ci95_halfwidth_brf
ccf_v1_0001,calibration,0,0.999,0.66500000000000004,30,0,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0002,calibration,0,0.999,0.66500000000000004,30,40,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0003,angular-holdout,0,0.999,0.66500000000000004,30,40,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0004,calibration,0,0.999,0.66500000000000004,30,40,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0005,calibration,0,0.999,0.66500000000000004,30,65,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0006,calibration,0,0.999,0.66500000000000004,30,65,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0007,calibration,0,0.999,0.66500000000000004,30,65,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0008,angular-holdout,0,0.999,0.66500000000000004,50,0,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0009,angular-holdout,0,0.999,0.66500000000000004,50,40,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0010,angular-holdout,0,0.999,0.66500000000000004,50,40,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0011,angular-holdout,0,0.999,0.66500000000000004,50,40,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0012,angular-holdout,0,0.999,0.66500000000000004,50,65,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0013,angular-holdout,0,0.999,0.66500000000000004,50,65,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0014,angular-holdout,0,0.999,0.66500000000000004,50,65,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0015,calibration,0,0.999,0.66500000000000004,65,0,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0016,calibration,0,0.999,0.66500000000000004,65,40,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0017,angular-holdout,0,0.999,0.66500000000000004,65,40,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0018,calibration,0,0.999,0.66500000000000004,65,40,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0019,calibration,0,0.999,0.66500000000000004,65,65,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0020,calibration,0,0.999,0.66500000000000004,65,65,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0021,calibration,0,0.999,0.66500000000000004,65,65,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0022,calibration,0,0.999,0.75,30,0,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0023,calibration,0,0.999,0.75,30,40,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0024,angular-holdout,0,0.999,0.75,30,40,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0025,calibration,0,0.999,0.75,30,40,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0026,calibration,0,0.999,0.75,30,65,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0027,calibration,0,0.999,0.75,30,65,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0028,calibration,0,0.999,0.75,30,65,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0029,angular-holdout,0,0.999,0.75,50,0,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0030,angular-holdout,0,0.999,0.75,50,40,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0031,angular-holdout,0,0.999,0.75,50,40,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0032,angular-holdout,0,0.999,0.75,50,40,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0033,angular-holdout,0,0.999,0.75,50,65,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0034,angular-holdout,0,0.999,0.75,50,65,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0035,angular-holdout,0,0.999,0.75,50,65,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0036,calibration,0,0.999,0.75,65,0,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0037,calibration,0,0.999,0.75,65,40,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0038,angular-holdout,0,0.999,0.75,65,40,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0039,calibration,0,0.999,0.75,65,40,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0040,calibration,0,0.999,0.75,65,65,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0041,calibration,0,0.999,0.75,65,65,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0042,calibration,0,0.999,0.75,65,65,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0043,calibration,0,0.999,0.84999999999999998,30,0,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0044,calibration,0,0.999,0.84999999999999998,30,40,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0045,angular-holdout,0,0.999,0.84999999999999998,30,40,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0046,calibration,0,0.999,0.84999999999999998,30,40,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0047,calibration,0,0.999,0.84999999999999998,30,65,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0048,calibration,0,0.999,0.84999999999999998,30,65,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0049,calibration,0,0.999,0.84999999999999998,30,65,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0050,angular-holdout,0,0.999,0.84999999999999998,50,0,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0051,angular-holdout,0,0.999,0.84999999999999998,50,40,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0052,angular-holdout,0,0.999,0.84999999999999998,50,40,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0053,angular-holdout,0,0.999,0.84999999999999998,50,40,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0054,angular-holdout,0,0.999,0.84999999999999998,50,65,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0055,angular-holdout,0,0.999,0.84999999999999998,50,65,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0056,angular-holdout,0,0.999,0.84999999999999998,50,65,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0057,calibration,0,0.999,0.84999999999999998,65,0,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0058,calibration,0,0.999,0.84999999999999998,65,40,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0059,angular-holdout,0,0.999,0.84999999999999998,65,40,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0060,calibration,0,0.999,0.84999999999999998,65,40,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0061,calibration,0,0.999,0.84999999999999998,65,65,0,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0062,calibration,0,0.999,0.84999999999999998,65,65,90,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0063,calibration,0,0.999,0.84999999999999998,65,65,180,0,true,262144,5999168895323013141,32,65536,0.0050000000000000001
ccf_v1_0064,calibration,0.01,0.999,0.66500000000000004,30,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0065,calibration,0.01,0.999,0.66500000000000004,30,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0066,angular-holdout,0.01,0.999,0.66500000000000004,30,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0067,calibration,0.01,0.999,0.66500000000000004,30,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0068,calibration,0.01,0.999,0.66500000000000004,30,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0069,calibration,0.01,0.999,0.66500000000000004,30,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0070,calibration,0.01,0.999,0.66500000000000004,30,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0071,angular-holdout,0.01,0.999,0.66500000000000004,50,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0072,angular-holdout,0.01,0.999,0.66500000000000004,50,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0073,angular-holdout,0.01,0.999,0.66500000000000004,50,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0074,angular-holdout,0.01,0.999,0.66500000000000004,50,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0075,angular-holdout,0.01,0.999,0.66500000000000004,50,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0076,angular-holdout,0.01,0.999,0.66500000000000004,50,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0077,angular-holdout,0.01,0.999,0.66500000000000004,50,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0078,calibration,0.01,0.999,0.66500000000000004,65,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0079,calibration,0.01,0.999,0.66500000000000004,65,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0080,angular-holdout,0.01,0.999,0.66500000000000004,65,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0081,calibration,0.01,0.999,0.66500000000000004,65,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0082,calibration,0.01,0.999,0.66500000000000004,65,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0083,calibration,0.01,0.999,0.66500000000000004,65,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0084,calibration,0.01,0.999,0.66500000000000004,65,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0085,calibration,0.01,0.999,0.75,30,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0086,calibration,0.01,0.999,0.75,30,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0087,angular-holdout,0.01,0.999,0.75,30,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0088,calibration,0.01,0.999,0.75,30,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0089,calibration,0.01,0.999,0.75,30,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0090,calibration,0.01,0.999,0.75,30,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0091,calibration,0.01,0.999,0.75,30,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0092,angular-holdout,0.01,0.999,0.75,50,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0093,angular-holdout,0.01,0.999,0.75,50,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0094,angular-holdout,0.01,0.999,0.75,50,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0095,angular-holdout,0.01,0.999,0.75,50,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0096,angular-holdout,0.01,0.999,0.75,50,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0097,angular-holdout,0.01,0.999,0.75,50,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0098,angular-holdout,0.01,0.999,0.75,50,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0099,calibration,0.01,0.999,0.75,65,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0100,calibration,0.01,0.999,0.75,65,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0101,angular-holdout,0.01,0.999,0.75,65,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0102,calibration,0.01,0.999,0.75,65,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0103,calibration,0.01,0.999,0.75,65,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0104,calibration,0.01,0.999,0.75,65,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0105,calibration,0.01,0.999,0.75,65,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0106,calibration,0.01,0.999,0.84999999999999998,30,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0107,calibration,0.01,0.999,0.84999999999999998,30,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0108,angular-holdout,0.01,0.999,0.84999999999999998,30,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0109,calibration,0.01,0.999,0.84999999999999998,30,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0110,calibration,0.01,0.999,0.84999999999999998,30,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0111,calibration,0.01,0.999,0.84999999999999998,30,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0112,calibration,0.01,0.999,0.84999999999999998,30,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0113,angular-holdout,0.01,0.999,0.84999999999999998,50,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0114,angular-holdout,0.01,0.999,0.84999999999999998,50,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0115,angular-holdout,0.01,0.999,0.84999999999999998,50,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0116,angular-holdout,0.01,0.999,0.84999999999999998,50,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0117,angular-holdout,0.01,0.999,0.84999999999999998,50,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0118,angular-holdout,0.01,0.999,0.84999999999999998,50,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0119,angular-holdout,0.01,0.999,0.84999999999999998,50,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0120,calibration,0.01,0.999,0.84999999999999998,65,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0121,calibration,0.01,0.999,0.84999999999999998,65,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0122,angular-holdout,0.01,0.999,0.84999999999999998,65,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0123,calibration,0.01,0.999,0.84999999999999998,65,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0124,calibration,0.01,0.999,0.84999999999999998,65,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0125,calibration,0.01,0.999,0.84999999999999998,65,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0126,calibration,0.01,0.999,0.84999999999999998,65,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0127,calibration,0.029999999999999999,0.999,0.66500000000000004,30,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0128,calibration,0.029999999999999999,0.999,0.66500000000000004,30,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0129,angular-holdout,0.029999999999999999,0.999,0.66500000000000004,30,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0130,calibration,0.029999999999999999,0.999,0.66500000000000004,30,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0131,calibration,0.029999999999999999,0.999,0.66500000000000004,30,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0132,calibration,0.029999999999999999,0.999,0.66500000000000004,30,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0133,calibration,0.029999999999999999,0.999,0.66500000000000004,30,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0134,angular-holdout,0.029999999999999999,0.999,0.66500000000000004,50,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0135,angular-holdout,0.029999999999999999,0.999,0.66500000000000004,50,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0136,angular-holdout,0.029999999999999999,0.999,0.66500000000000004,50,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0137,angular-holdout,0.029999999999999999,0.999,0.66500000000000004,50,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0138,angular-holdout,0.029999999999999999,0.999,0.66500000000000004,50,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0139,angular-holdout,0.029999999999999999,0.999,0.66500000000000004,50,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0140,angular-holdout,0.029999999999999999,0.999,0.66500000000000004,50,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0141,calibration,0.029999999999999999,0.999,0.66500000000000004,65,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0142,calibration,0.029999999999999999,0.999,0.66500000000000004,65,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0143,angular-holdout,0.029999999999999999,0.999,0.66500000000000004,65,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0144,calibration,0.029999999999999999,0.999,0.66500000000000004,65,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0145,calibration,0.029999999999999999,0.999,0.66500000000000004,65,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0146,calibration,0.029999999999999999,0.999,0.66500000000000004,65,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0147,calibration,0.029999999999999999,0.999,0.66500000000000004,65,65,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0148,calibration,0.029999999999999999,0.999,0.75,30,0,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0149,calibration,0.029999999999999999,0.999,0.75,30,40,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0150,angular-holdout,0.029999999999999999,0.999,0.75,30,40,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0151,calibration,0.029999999999999999,0.999,0.75,30,40,180,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0152,calibration,0.029999999999999999,0.999,0.75,30,65,0,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
ccf_v1_0153,calibration,0.029999999999999999,0.999,0.75,30,65,90,0,true,4194304,5999168895323013141,64,65536,0.0050000000000000001
